XX-2467,Петрозаводск Аэропорт,Гана
RH-6287,РОЯЛ ФЛАЙТ,Виргинские острова, Британские
FL-3495,Нарьян-Марский ОАО,Афганистан
CJ-6808,Авиакомпания «Лайт Эйр»,Гондурас
SQ-9547,Россия СЛО,Кения
SM-8634,Геликс,Азербайджан
UA-9930,Когалымавиа ООО,Антигуа и Барбуда
QZ-1592,Псковавиа,Дания
KS-2915,Победа,Колумбия
LB-9188,Казанское авиапредприятие,Абхазия
XY-6483,ВОЛГА-ДНЕПР,Гваделупа
FS-8794,Авиакомпания «Лайт Эйр»,Антарктида
LG-2225,Глобус,Бахрейн
YM-2628,Бурал,Египет
eY-9883,Меридиан,Гонконг
ON-9536,СЕВЕРСТАЛЬ АП ООО,Колумбия
MT-7812,Ижавиа ОАО,Джерси
HF-6527,Геликс,Бурунди
DU-7479,Глобус,Гернси
QG-4686,Ижавиа ОАО,Бразилия
MB-6785,РусЛайн,Индия
YF-6985,Авиашельф,Джерси
Re-8081,Абакан Эир,Корея, Республика
IX-8529,Аэросервис (Чита),Бахрейн
OS-1004,Ангара АК ЗАО,Гвинея-Бисау
DW-3625,ВОЛГА-ДНЕПР,Италия
XO-4295,Летные  проверки и системы,Гуам
TS-6914,Сибирь,Катар
ZL-3248,Уральские авиалинии,Американское Самоа
ee-1102,Казанское авиапредприятие,Гибралтар
HX-3450,Амур,Гаити
KG-6369,Когалымавиа ООО,Зимбабве
QW-2349,Нижневартовскавиа,Греция
TB-4638,ВОЛГА-ДНЕПР,Албания
FW-5715,Авиакомпания СОКОЛ,Замбия
FI-2924,Авиа Менеджмент Груп,Багамы
Ye-6055,Когалымавиа ООО,Вьетнам
GP-7890,Икар ООО,Белиз
QA-9099,Ай Флай,Албания
CB-9090,Тулпар Эйр,Гвинея-Бисау
ZO-4551,МЧС России ФГУАП,Вьетнам
HB-8571,Уктус,Камерун
Le-3415,РУССЭЙР,Виргинские острова, Британские
BO-4469,Северный Ветер,Германия
JM-7915,ИрАэро АК АО,Западная Сахара
CR-2779,СИМАРГЛ,Бахрейн
QW-9050,Нордавиа-регион.АЛ,Ирландия
GN-5672,Газпром авиа ООО,Вануату
XR-8424,ТУРУХАН,Кения
GR-9902,Саратовские авиалинии,Джерси
WR-4980,Амур,Гана
KL-6510,Ай Флай,Бурунди
IN-4680,Джет Эйр Групп,Бермуды
SA-4810,Джет Эйр Групп,Киргизия
OP-5083,АЗУР эйр,Болгария
eD-2272,Сибирь,Иордания
XI-5979,Газпром авиа ООО,Гибралтар
QK-1788,Ангара АК ЗАО,Бельгия
RR-6741,Авиашельф,Конго
UO-6564,Сибирь,Гваделупа
RB-1906,ВЗЛЕТ НПО, ЗАО,Кабо-Верде
PK-2298,Петрозаводск Аэропорт,name
AW-9642,ВИМ-АВИА,Ангилья
NM-8434,Вертикаль-Т ООО,Бруней-Даруссалам
KV-5069,АэроБратск,Дания
SA-8433,Роствертол-Авиа, ЗАО,Венесуэла Боливарианская Республика
LR-8990,АТРАН,Болгария
GP-1984,РКП «АК «Тува Авиа»,name
eT-2210,Арго,Бермуды
LO-2080,СИМАРГЛ,Кипр
BN-9312,Северный Ветер,Бруней-Даруссалам
LF-6638,Победа,Исландия
AM-6037,Арт Авиа,Венесуэла Боливарианская Республика
JA-8534,Авиашельф,Индонезия
RG-7469,МАЦ,Испания
PU-8799,Роствертол-Авиа, ЗАО,Гана
RW-1218,Геликс,Кирибати
IR-8421,Авиакон Цитотранс,Венесуэла Боливарианская Республика
Oe-4650,Авиасервис (Казань) (ИНН 1624446694),Доминиканская Республика
SU-9049,Вологодское АП,Антигуа и Барбуда
RO-3216,Ижавиа ОАО,Беларусь
UR-4235,СЕВЕРСТАЛЬ АП ООО,Бенин
JP-6903,СЕВЕРСТАЛЬ АП ООО,Конго
RS-1837,Икар ООО,Габон
BQ-5649,Саратовские авиалинии,Израиль
ZL-8104,Россия Авиакомпания АО,Конго, Демократическая Республика
PT-2142,Икар ООО,Аргентина
KI-1451,Авиакомпания «Лайт Эйр»,Бельгия
YA-9856,Костромское АП ОАО,Беларусь
Re-7929,Оренбургские АЛ АО,Венесуэла Боливарианская Республика
JY-1879,Абакан Эир,Гуам
IO-2601,Грозный Авиа ПАО,Гонконг
eP-2233,Норильск Авиа,Беларусь
ZC-3626,Россия СЛО,Андорра
UZ-2693,Ангара АК ЗАО,Албания
DF-1345,ИрАэро АК АО,Австралия
eK-6995,АЭРОКУЗБАСС,Ангилья
IP-8331,КрасАвиа,Андорра
IN-6920,СКОЛ,Западная Сахара
SI-6664,Россия Авиакомпания АО,Аргентина
ZA-2906,Нарьян-Марский ОАО,Бахрейн
SP-2356,АРКТИКА,Азербайджан
AB-8116,Нордавиа-регион.АЛ,Андорра
eY-7014,Авиа Менеджмент Груп,Кабо-Верде
NY-4457,Аэропорт Оренбург,Гваделупа
QL-9366,АЛРОСА Авиакомпания АО,Ангола
SC-7698,Ай Флай,Египет
RD-1811,Ижавиа ОАО,Гамбия
DB-8945,Оренбургские АЛ АО,Афганистан
HR-6655,МАЦ,Колумбия
UB-8137,Геликс,Бельгия
KT-6430,Аэросервис (Даг.),Кокосовые (Килинг) острова
LZ-4749,Россия СЛО,Вьетнам
IW-3232,Вологодское АП,Бенин
FQ-7189,МЧС России ФГУАП,Конго
DA-1089,Казанское авиапредприятие,Кокосовые (Килинг) острова
RY-7728,Ельцовка АП ЗАО,Греция
CR-1642,Россия СЛО,Венгрия
BL-4049,Нижневартовскавиа,Ирландия
BX-2220,Сибирь,Камбоджа
HX-5389,Авиакомпания СОКОЛ,Антарктида
SU-8701,Тулпар Эйр,Бахрейн
WL-4815,Оренбургские АЛ АО,Индонезия
UG-6746,Ижавиа ОАО,Ангилья
FR-4909,Универсал-Авиа ГУП РК,Испания
JN-8243,Саратовские авиалинии,Беларусь
DK-3585,КрасАвиа,Джерси
DV-9673,Алтайские Авиалинии,Джибути
GF-1741,Камчатское АП ОАО,Кирибати
WA-4014,Джет Эйр Групп,Кипр
HT-6018,АТРАН,Американское Самоа
BY-2655,Аэросервис (Чита),Израиль
NT-1443,Абакан Эир,Камбоджа
Ge-9818,Комиавиатранс ОАО,Кокосовые (Килинг) острова
WO-3919,Аэропорт Оренбург,Ботсвана
XO-6451,РусЛайн,Канада
YN-8381,Аэропорт Оренбург,Болгария
DS-6355,Аэролимузин,Андорра
IR-7803,Полярные авиалинии АО,Аруба
LC-9555,Северный Ветер,Буркина-Фасо
HQ-7552,Грозный Авиа ПАО,Гернси
RI-4186,Норильск Авиа,Гвинея-Бисау
SS-6833,Саратовские авиалинии,Армения
MK-8539,Грозный Авиа ПАО,Гана
OA-8140,ВИТЯЗЬ-АЭРО АК ООО,Албания
XR-7798,Оренбургские АЛ АО,Камбоджа
JL-9012,Россия Авиакомпания АО,Виргинские острова, США
eQ-7887,АЗУР эйр,Гваделупа
BG-2189,Дельта К,Ирак
ZN-8422,Дельта К,Алжир
BU-9174,Аэросервис (Даг.),Ангола
PU-2552,Икар ООО,Гвинея
WD-3821,ЛУКОЙЛ-АВИА ООО,Испания
ee-4097,РУССЭЙР,Австрия
XF-4092,ПАНХ АК ООО (Улан-Удэ),Индия
eJ-4587,Авиалифт Владивосток,Гибралтар
IM-6193,Казанское авиапредприятие,Исландия
KW-7515,Когалымавиа ООО,name
UQ-4032,Джет Эйр Групп,Австралия
KZ-8586,Авиа Менеджмент Груп,Барбадос
PA-1442,СиЛА,Канада
RM-1265,Глобус,Ирак
DI-7604,Нижневартовскавиа,Габон
JV-1076,КрасАвиа,Буркина-Фасо
eX-2367,Конверс Авиа,Индонезия
FQ-3095,АРКТИКА,name
TY-5899,Россия СЛО,Камерун
VO-6243,СИБИА,Джибути
NV-7753,РУССЭЙР,Конго
TQ-3721,ИрАэро АК АО,Казахстан
BY-3734,Уральские авиалинии,Бурунди
JK-1482,Аврора,Багамы
FY-1331,Глобус,Гайана
JZ-8090,Икар ООО,Индонезия
YL-8297,Россия СЛО,Иран, Исламская Республика
OC-1591,Россия Авиакомпания АО,Доминика
TI-2994,Амурская авиабаза,Кирибати
QQ-1535,СиЛА,Колумбия
KW-6238,Нордавиа-регион.АЛ,Азербайджан
RW-7828,Таймыр ОАО,Катар
XF-9781,ВИТЯЗЬ-АЭРО АК ООО,Бангладеш
CR-1966,Аврора,Индонезия
FL-4144,Конверс Авиа,Белиз
SW-7561,Костромское АП ОАО,Британская территория в Индийском океане
RA-3597,Вертикаль-Т ООО,Гвинея-Бисау
OX-6017,Аэропорт Оренбург,Босния и Герцеговина
HI-3767,Балтийские авиалинии,Бахрейн
HM-2462,Полярные авиалинии АО,Армения
MX-9677,Абакан Эир,Колумбия
LW-8971,Икар ООО,Андорра
BI-5869,СКОЛ,Гонконг
SM-2155,Дальнереченск Авиа,Бангладеш
Me-7368,Комиавиатранс ОАО,Коста-Рика
NK-7704,Уральские авиалинии,Бразилия
BI-1204,АэроБратск,Ботсвана
FG-2335,Абакан Эир,Бельгия
VH-5280,СИБИА,Гибралтар
VZ-9803,Авиалифт Владивосток,Джибути
BZ-8132,Петрозаводск Аэропорт,Конго
WI-3960,ПАНХ АК ООО (Улан-Удэ),Гвинея
UC-6629,Аэропорт Оренбург,Виргинские острова, США
GW-5962,ЛУКОЙЛ-АВИА ООО,Бруней-Даруссалам
NI-2959,Ижавиа ОАО,Кения
OP-1390,Роствертол-Авиа, ЗАО,Конго, Демократическая Республика
CA-6848,ПАНХ НПК ОАО,Албания
eB-9618,АРКТИКА,Гренландия
TK-6086,Балтийские авиалинии,Аргентина
KW-8600,СИБИА,Гернси
QV-3583,Оренбургские АЛ АО,Габон
CW-9748,Восток,Гернси
HH-3978,РОЯЛ ФЛАЙТ,Киргизия
NV-7021,Победа,Виргинские острова, США
XB-8536,Летные  проверки и системы,Бахрейн
RW-9313,Победа,Ангилья
eI-5900,Аэросервис (Даг.),Коста-Рика
PL-1754,Восток,Коморы
UA-2784,Авиа Менеджмент Груп,Коморы
BC-3299,Аэросервис (Даг.),Гана
YY-9442,ПАНХ НПК ОАО,Габон
JV-6178,СИМАРГЛ,Камбоджа
FO-2834,Аэрофлот ПАО,Грузия
BP-9618,СИРИУС-АЭРО,Кокосовые (Килинг) острова
OT-9517,ПАНХ НПК ОАО,Бразилия
VX-1134,Ай Флай,Катар
UL-3929,Ред Вингс АО,Гвинея-Бисау
SR-1672,ТУРУХАН,Бурунди
eO-5609,Авиастар-ТУ,Йемен
HJ-1470,Когалымавиа ООО,Казахстан
WI-7034,Авиакомпания СОКОЛ,Исландия
JK-8614,Арт Авиа,Гамбия
SC-4732,Авиакон Цитотранс,Йемен
BM-3813,Полярные авиалинии АО,Гонконг
Oe-6870,Балтийские авиалинии,Австрия
IO-4949,Арго,Гренландия
KO-7581,АРКТИКА,Замбия
PA-2234,Ред Вингс АО,Ирак
CP-7245,Универсал-Авиа ГУП РК,Испания
FQ-6861,Когалымавиа ООО,Гваделупа
CP-9781,Аврора,Вьетнам
